"pageid","name","identity","align","eye","hair","sex","gsm","alive","appearances","firstappearance","company","multiverse"
"053475","Adam Able ","Secret","No info","No info","No info","Male","No","Living",2,"2062-07","Marvel","Earth-616"
"534772","Li Muan Ho ","Public","Neutral","No info","Black","Male","No","Living",2,"1991-02","Marvel","Earth-616"
"534773","Michael Shauneghan ","Public","Neutral","No info","Brown","Male","No","Living",1,"1991-02","Marvel","Earth-616"
"005348","Pixie ","Secret","Good","Blue","Red","Female","No","Living",18,"2000-03","Marvel","Earth-616"
"005349","Leila O'Toole ","Secret","Neutral","Blue","Red","Female","No","Deceased",1,"1989-07","Marvel","Earth-616"
"534919","Honcho ","Secret","Bad","No info","No info","Male","No","Living",3,"1995-02","Marvel","Earth-616"
"005350","Cecilia Cardinale ","Secret","Neutral","Brown","Brown","Female","No","Living",16,"1988-10","Marvel","Earth-616"
"535091","Gambler ","Secret","Bad","No info","Black","Male","No","Deceased",1,"2048-07","Marvel","Earth-616"
"535093","David Larnum ","Secret","Bad","No info","Black","Male","No","Living",1,"2048-07","Marvel","Earth-616"
"535095","Swami Krishna ","Secret","Bad","Blue","White","Male","No","Living",1,"2048-07","Marvel","Earth-616"
"005351","Charles Little Sky ","Public","Good","Brown","Black","Male","No","Living",31,"1989-06","Marvel","Earth-616"
"535163","Johnny Revere ","Secret","Bad","No info","Brown","Male","No","Living",1,"2048-08","Marvel","Earth-616"
"535180","Jung Sakamura ","Public","Good","No info","Black","Male","No","Living",2,"1995-01","Marvel","Earth-616"
"005352","Positron ","Secret","No info","No info","White","Female","No","Deceased",1,"2000-03","Marvel","Earth-616"
"535256","Lash Larribee ","Public","Bad","No info","Bald","Male","No","Deceased",2,"2048-08","Marvel","Earth-616"
"005353","Frank Skorina ","Secret","Bad","Brown","Red","Male","No","Living",11,"1989-11","Marvel","Earth-616"
"535334","Black Patch ","Secret","Bad","No info","Black","Male","No","Deceased",1,"2048-08","Marvel","Earth-616"
"535379","Andrew Maguire ","Public","Good","Blue","Blond","Male","No","Living",12,"2012-10","Marvel","Earth-616"
"535462","Jeffrey Fischer ","Public","Good","No info","Black","Male","No","Living",5,"2012-07","Marvel","Earth-616"
"535475","Karlak ","Public","Bad","No info","Black","Male","No","Deceased",1,"2048-08","Marvel","Earth-616"
"535487","Doctor Drearr ","Public","Bad","No info","White","Male","No","Deceased",1,"2048-08","Marvel","Earth-616"
"535529","Huike ","Public","Bad","No info","Black","Male","No","Living",2,"1995-01","Marvel","Earth-616"
"535579","Walter Bolt ","Public","Good","No info","No info","Male","No","Deceased",12,"2011-10","Marvel","Earth-616"
"535584","Oscar Clemons ","Public","Good","No info","Black","Male","No","Living",12,"2011-10","Marvel","Earth-616"
"535596","Stephanie Gerard ","No info","Bad","Blue","No info","Female","No","Deceased",7,"2011-10","Marvel","Earth-616"
"535600","Christian Poulsen ","No info","Bad","No info","Black","Male","No","Deceased",9,"2011-10","Marvel","Earth-616"
"535604","Daniel Alves ","No Dual","Good","No info","No info","Male","No","Deceased",5,"2011-10","Marvel","Earth-616"
"535612","Deconsecrator ","No info","Bad","No info","Black","Male","No","Living",3,"2012-08","Marvel","Earth-616"
"535632","Lobo ","No Dual","Good","No info","Black","Male","No","Living",19,"2048-08","Marvel","Earth-616"
"535638","Blackie Malkin ","No Dual","Bad","No info","Black","No info","No","Deceased",1,"2048-08","Marvel","Earth-616"
"535650","Squint Johnson ","Public","Bad","No info","Black","Male","No","Deceased",1,"2048-08","Marvel","Earth-616"
"535656","Lightning ","Public","Good","No info","Yellow","Male","No","Living",22,"2048-08","Marvel","Earth-616"
"535659","Cloud ","Public","Good","No info","White","Female","No","Living",20,"2048-08","Marvel","Earth-616"
"535664","Whip Coady ","No Dual","Bad","No info","Black","Male","No","Living",1,"2048-08","Marvel","Earth-616"
"535743","Stefan of Symkaria ","Public","Good","Brown","Black","Male","No","Living",2,"1994-05","Marvel","Earth-616"
"535762","Whitney Hammond ","No Dual","Good","No info","Brown","Male","No","Living",23,"2048-08","Marvel","Earth-616"
"535764","Della Mason ","No Dual","Bad","No info","Black","Female","No","Living",18,"2048-08","Marvel","Earth-616"
"535766","Perry Palette ","No Dual","Good","No info","Black","Male","No","Living",2,"2048-08","Marvel","Earth-616"
"535768","Clarence Snippe ","No Dual","Neutral","No info","Brown","Male","No","Living",2,"2048-08","Marvel","Earth-616"
"535899","Mary Jo Duffy ","Public","Neutral","No info","Blond","Female","No","Living",1,"1977-10","Marvel","Earth-616"
"535921","Fury ","Public","Good","No info","White","Male","No","Living",26,"2048-03","Marvel","Earth-616"
"535931","Whip ","No info","Bad","No info","Bald","No info","No","Deceased",1,"2043-07","Marvel","Earth-616"
"536141","Doctor Demise ","Public","Bad","No info","Black","Female","No","Living",1,"2048-09","Marvel","Earth-616"
"536145","Dora Scott ","Public","Bad","No info","Blond","No info","No","Living",1,"2048-09","Marvel","Earth-616"
"536172","Celia DeWolff Weatherby ","Public","Good","Violet","Brown","Female","No","Living",2,"1985-10","Marvel","Earth-616"
"536174","Carl Weatherby ","Public","Good","No info","Blond","Male","No","Living",4,"1985-10","Marvel","Earth-616"
"536200","Eva Slougart ","Public","Good","Blue","Brown","Female","No","Living",2,"1995-03","Marvel","Earth-616"
"536202","Horace Rosenthal ","Public","Good","Blue","Brown","Male","No","Deceased",2,"1985-10","Marvel","Earth-616"
"536517","Bernard Finn ","No Dual","Good","Black","Grey","Male","No","Deceased",4,"1985-10","Marvel","Earth-616"
"536537","Gerald Jablonski ","Public","No info","Blue","Red","Male","No","Living",2,"1985-12","Marvel","Earth-616"
"536644","Robert Jameson ","No Dual","Bad","No info","Brown","Male","No","Living",2,"1995-03","Marvel","Earth-616"
"005376","Sergei Krylov ","Secret","Bad","White","No info","Male","No","Living",33,"1977-10","Marvel","Earth-616"
"053824","Richard Rory ","Public","No info","Brown","Brown","Male","No","Living",43,"1974-02","Marvel","Earth-616"
"539436","Horatio ","Public","Bad","No info","Brown","Male","No","Deceased",1,"2048-09","Marvel","Earth-616"
"005395","Jack Tarr ","Secret","No info","Black","Black","Male","No","Living",122,"1974-04","Marvel","Earth-616"
"539684","Zoe Walsh ","No Dual","Bad","Brown","Black","Female","No","Living",5,"2012-09","Marvel","Earth-616"
"539784","Roy Fortune ","No info","Good","No info","No info","Male","No","Living",6,"1988-01","Marvel","Earth-616"
"005398","Elvin Haliday ","Secret","Good","Brown","Bald","Male","No","Living",158,"1990-11","Marvel","Earth-616"
"539872","Matthew Bronleewe ","No Dual","Good","No info","No info","Male","No","Living",1,"2005-06","Marvel","Earth-616"
"539873","Todd Casey ","No Dual","Good","No info","No info","Male","No","Living",1,"2005-06","Marvel","Earth-616"
"539874","Richard Chung ","No Dual","Good","No info","No info","Male","No","Living",1,"2005-06","Marvel","Earth-616"
"539875","Anissa Dorsey ","No Dual","Good","No info","No info","Female","No","Living",1,"2006-03","Marvel","Earth-616"
"539876","Perry Moore ","No Dual","Good","No info","No info","Male","No","Living",1,"2006-03","Marvel","Earth-616"
"539877","Robin Parrish ","No Dual","Good","No info","No info","Female","No","Living",1,"2006-03","Marvel","Earth-616"
"005399","Stuart Clarke ","Public","Bad","Blue","Black","Male","No","Deceased",45,"1976-04","Marvel","Earth-616"
"539924","Arcturus ","No Dual","Bad","No info","No info","Male","No","Living",3,"1978-05","Marvel","Earth-616"
"540082","Hellphyr ","No info","Bad","No info","No","No info","No","Deceased",4,"2004-08","Marvel","Earth-616"
"540285","Robyn Hood ","Secret","Neutral","Brown","Red","Female","No","Living",2,"2012-09","Marvel","Earth-616"
"540334","Veronica Stryker ","No info","No info","No info","Black","Female","No","Living",1,"1992-09","Marvel","Earth-616"
"540335","Reverend Stryker ","No info","No info","No info","Black","Male","No","Living",1,"1992-09","Marvel","Earth-616"
"541090","Aldrich Killian ","No Dual","Neutral","Brown","Brown","Male","No","Deceased",1,"2005-01","Marvel","Earth-616"
"541100","Pretty Face Grimes ","Public","Bad","No info","Black","Male","No","Living",1,"2048-09","Marvel","Earth-616"
"541103","Durango the Killer ","Public","Bad","No info","Black","Male","No","Living",1,"2048-09","Marvel","Earth-616"
"005415","Rapunzel ","Secret","Good","Brown","Red","Female","No","Deceased",2,"2000-05","Marvel","Earth-616"
"005416","Buford Hollis ","Secret","Good","Blue","Black","Male","No","Living",22,"1977-11","Marvel","Earth-616"
"005417","Douglas Scott ","Secret","Bad","Blue","Bald","Male","No","Living",65,"1981-10","Marvel","Earth-616"
"005418","Rebound ","Secret","Good","No info","No info","Female","No","Living",1,"2000-10","Marvel","Earth-616"
"542011","Observer XJ-17 ","Public","Bad","No info","No info","Male","No","Living",1,"1978-05","Marvel","Earth-616"
"542021","Observer YJ-18 ","Public","Bad","No info","No info","Male","No","Living",2,"1978-06","Marvel","Earth-616"
"542044","Hogg ","Public","Good","No info","No info","Male","No","Living",2,"1978-07","Marvel","Earth-616"
"542054","Buckminster Fuller ","Public","No info","No info","No info","Male","No","Living",1,"1978-08","Marvel","Earth-616"
"542380","Tracy Burke ","Public","Neutral","Hazel","Grey","Female","No","Living",14,"1977-08","Marvel","Earth-616"
"542669","Tut-Ak-Mun ","Public","Bad","No info","Black","Male","No","Deceased",1,"2048-10","Marvel","Earth-616"
"542762","Robert Martin ","Secret","Good","Brown","Brown","Male","No","Deceased",1,"2011-03","Marvel","Earth-616"
"543295","6-Ball ","Secret","Bad","No info","No info","Male","No","Living",1,"1991-07","Marvel","Earth-616"
"543301","8-Ball II ","Secret","Bad","No info","No info","Male","No","Living",1,"2009-09","Marvel","Earth-616"
"543358","Sean McKeever ","Public","No info","No info","Blond","Male","No","Living",20,"1995-09","Marvel","Earth-616"
"543449","Bounty Hunter ","No info","Bad","No info","No info","Male","No","Living",1,"1985-07","Marvel","Earth-616"
"543477","9-Ball ","Secret","Bad","No info","No info","Male","No","Living",1,"1991-07","Marvel","Earth-616"
"543479","11-Ball ","Secret","Bad","No info","No info","Male","No","Living",1,"1991-07","Marvel","Earth-616"
"543483","88 ","Public","Bad","Blue","Blond","Male","No","Living",3,"1994-03","Marvel","Earth-616"
"543487","Shocker 666 ","Secret","Bad","No info","No info","Male","No","Living",1,"2002-10","Marvel","Earth-616"
"005437","Rintrah ","Secret","Good","Brown","Green","Male","No","Living",62,"1986-12","Marvel","Earth-616"
"543791","Ace Turmbull ","Secret","Bad","No info","Grey","Male","No","Deceased",1,"2048-10","Marvel","Earth-616"
"005438","Riot-Act ","Secret","Good","No info","Bald","Female","No","Deceased",1,"2000-03","Marvel","Earth-616"
"005439","Samuel John LaRoquette ","Public","Bad","Brown","Brown","Male","No","Living",28,"1986-03","Marvel","Earth-616"
"005441","Craig Saunders Jr. ","Public","Bad","Blue","White","Male","No","Living",19,"1986-03","Marvel","Earth-616"
"544154","Rocky Flint ","Public","Good","Brown","Black","Female","No","Living",3,"2011-10","Marvel","Earth-616"
"005442","Robert Farrell ","Secret","Neutral","Brown","Black","Male","No","Living",51,"1977-09","Marvel","Earth-616"
"544365","Gordon Savinski ","Public","Bad","No info","Black","Male","No","Living",3,"1996-08","Marvel","Earth-616"
"005444","Roughouse ","Secret","Bad","Blue","Brown","Male","No","Living",22,"1989-02","Marvel","Earth-616"
"005445","Gilpetperdon ","Secret","Bad","Gold","Gold","Male","No","Living",16,"1985-05","Marvel","Earth-616"
"544692","Uranus Bliss ","Public","Neutral","Brown","Brown","Female","No","Living",3,"1979-03","Marvel","Earth-616"
"544697","Hiram Dobbs ","Public","Good","Blue","White","Male","No","Living",2,"1979-03","Marvel","Earth-616"
"545046","Killer ","No info","Bad","No info","No info","Male","No","Deceased",1,"2048-11","Marvel","Earth-616"
"545103","Keep ","Public","Bad","No info","No info","Male","No","Living",4,"2012-08","Marvel","Earth-616"
"054511","Mari ","Public","Good","Blue","Blond","Female","No","Living",118,"1979-01","Marvel","Earth-616"
"545175","Georgi Luchkov ","Public","Bad","No info","Black","Male","No","Deceased",1,"1993-08","Marvel","Earth-616"
"545752","Mort Morbid ","No info","Neutral","No info","Black","Male","No","Living",1,"2048-11","Marvel","Earth-616"
"545755","Morton Muse ","Public","Bad","No info","Brown","Male","No","Living",1,"2048-11","Marvel","Earth-616"
"005461","T-Ray ","Secret","Bad","Green","Red","Male","No","Deceased",22,"1997-01","Marvel","Earth-616"
"005462","Tagak ","No info","No info","Green","No info","Male","No","Living",8,"1971-01","Marvel","Earth-616"
"005464","Elizabeth Twoyoungmen ","Secret","Good","Brown","Black","Female","No","Living",103,"1983-12","Marvel","Earth-616"
"546491","Ooru ","No info","Bad","White","Black","Male","No","Deceased",1,"2068-12","Marvel","Earth-616"
"546497","Rambu ","No info","Good","White","Black","Male","No","Deceased",1,"1976-07","Marvel","Earth-616"
"054656","Donna Garth ","Public","No info","No info","No info","Female","No","Living",8,"2053-07","Marvel","Earth-616"
"005466","Tana Nile ","No Dual","Good","Blue","Black","Female","No","Deceased",52,"2066-06","Marvel","Earth-616"
"005467","Tar Baby ","Secret","Good","No info","Black","Male","No","Deceased",12,"1985-07","Marvel","Earth-616"
"546725","Aaron the Aakon ","Secret","Neutral","Brown","Black","Male","No","Living",1,"1989-08","Marvel","Earth-616"
"005469","Luis Alvarez ","Public","Bad","Blue","Black","Male","No","Deceased",21,"1988-02","Marvel","Earth-616"
"546905","Ed Koch ","Public","Neutral","No info","White","Male","No","Living",5,"1979-08","Marvel","Earth-616"
"547012","Aban ","No info","Bad","No info","Brown","Male","No","Living",3,"2009-07","Marvel","Earth-616"
"547057","Abarac ","No Dual","Good","No info","White","Male","No","Living",1,"1970-11","Marvel","Earth-616"
"547060","Abbess Horror ","Secret","Bad","No info","No info","Female","No","Deceased",2,"2006-12","Marvel","Earth-616"
"005472","Nicolette Giroux ","Public","Bad","Blue","Brown","Female","No","Living",5,"1999-11","Marvel","Earth-616"
"547225","Juan Luis Fernandez ","Secret","Bad","No info","Black","Male","No","Deceased",1,"2048-11","Marvel","Earth-616"
"547398","Jim Lathrop ","Public","Good","No info","Grey","Male","No","Living",28,"2048-12","Marvel","Earth-616"
"547402","Marie Lathrop ","Public","Good","No info","Blond","Female","No","Living",41,"2048-12","Marvel","Earth-616"
"547405","Ichabod ","Secret","Good","No info","White","Male","No","Living",78,"2048-12","Marvel","Earth-616"
"054743","Jonathan Raven ","Secret","No info","No info","Brown","Male","No","Living",3,"2007-01","Marvel","Earth-616"
"547463","Lou Dade ","Secret","Bad","No info","No info","Female","No","Deceased",2,"2051-06","Marvel","Earth-616"
"547510","Albasini ","No info","Bad","No info","Bald","Male","No","Deceased",2,"2006-03","Marvel","Earth-616"
"547523","Remus ","Secret","Good","Red","Red","Female","No","Living",4,"2012-09","Marvel","Earth-616"
"547529","Jasper Angevine ","Public","Good","Black","Black","Male","No","Living",3,"2006-03","Marvel","Earth-616"
"547829","Mahmud Abbouthalima ","Public","Bad","No info","No info","Male","No","Deceased",1,"2002-03","Marvel","Earth-616"
"547902","Whip Savage ","Public","Bad","No info","Black","Male","No","Deceased",2,"2048-12","Marvel","Earth-616"
"547937","Granite Bandit ","Public","Bad","No info","Black","Male","No","Living",1,"2048-12","Marvel","Earth-616"
"547943","John Jacob Gilligan ","Secret","Good","No info","Blond","Male","No","Living",1,"2048-12","Marvel","Earth-616"
"547945","Imp in the Violin ","Secret","Neutral","No info","No","Male","No","Living",1,"2048-12","Marvel","Earth-616"
"547955","Thomas Davidson ","Public","Good","No info","Brown","Male","No","Living",2,"2010-07","Marvel","Earth-616"
"547957","Shoji Soma ","No info","Bad","No info","No info","Male","No","Deceased",2,"2009-05","Marvel","Earth-616"
"547996","Jim Torrence ","Secret","Bad","No info","Black","Male","No","Living",1,"2048-12","Marvel","Earth-616"
"548045","Bokk ","No Dual","Bad","No info","Black","Male","No","Deceased",1,"2048-12","Marvel","Earth-616"
